#mm10.knownToEnsembl.name	mm10.knownToEnsembl.value	mm10.kgXref.geneSymbol	mm10.kgXref.refseq
uc009cae.2	ENSMUST00000079869	Znrf2	NM_199143
uc009cai.1	ENSMUST00000003572	Gars	NM_180678
uc009cao.1	ENSMUST00000053094	Mindy4	NM_177883
uc012emi.1	ENSMUST00000053094	Mindy4	
uc009cap.1	ENSMUST00000053094	Mindy4	NM_001142781
uc009caq.1	ENSMUST00000004774	Aqp1	NM_007472
uc009car.2	ENSMUST00000063578	Ghrhr	
uc009cas.2	ENSMUST00000063578	Ghrhr	NM_001003685
uc012emj.1	ENSMUST00000063578	Ghrhr	
uc009cat.2	ENSMUST00000070756	Adcyap1r1	NM_007407
uc009cau.2	ENSMUST00000070756	Adcyap1r1	NM_001025372
uc009cax.1	ENSMUST00000044729	Ccdc129	NM_001081665
uc009cay.1	ENSMUST00000052827	Ppp1r17	NM_011153
uc009cbk.2	ENSMUST00000177249	Avl9	
uc009cbl.2	ENSMUST00000031805	Avl9	NM_030235
uc009cbp.2	ENSMUST00000031795	Fkbp9	NM_012056
uc009cbs.4	ENSMUST00000176838	AK082576	
uc012eml.1	ENSMUST00000096612	Vmn1r4	NM_134176
uc009cbt.1	ENSMUST00000164307	Vmn1r5	NM_134174
uc009cbu.1	ENSMUST00000079669	Vmn1r6	NM_134175
uc009cbv.1	ENSMUST00000078186	Vmn1r8	NM_134187
uc009cbw.2	ENSMUST00000171186	Vmn1r9	NM_134185
uc009cbx.1	ENSMUST00000176073	Vmn1r10	NM_053231
uc009cby.1	ENSMUST00000176954	Vmn1r11	NM_053233
uc012emn.1	ENSMUST00000073384	Vmn1r12	NM_001101579
uc009cbz.1	ENSMUST00000078885	Vmn1r13	NM_053235
uc009cca.1	ENSMUST00000176376	Vmn1r14	NM_053237
uc009ccb.1	ENSMUST00000071304	Vmn1r15	NM_053236
uc009ccf.1	ENSMUST00000089830	Vmn1r19	NM_134182
uc012emo.1	ENSMUST00000176085	Vmn1r20	NM_001101533
uc029vvp.1	ENSMUST00000176290	AK029757	
uc009ccg.1	ENSMUST00000031817	Herc6	
uc009cci.2	ENSMUST00000031817	Herc6	
uc009ccj.2	ENSMUST00000031817	Herc6	NM_025992
uc009cck.1	ENSMUST00000031817	Herc6	NM_025992
uc009ccn.2	ENSMUST00000050077	Lancl2	NM_133737
uc029vvq.1	ENSMUST00000121788	DQ726833	
uc012emq.1	ENSMUST00000176874	Vmn1r28	NM_134180
uc009ccy.1	ENSMUST00000168416	Vmn1r29	NM_053232
uc057adi.1	ENSMUST00000147213	Abcg2	
uc057adj.1	ENSMUST00000147213	Abcg2	
uc057adk.1	ENSMUST00000114294	Abcg2	NM_011920
uc009cdb.1	ENSMUST00000031822	Abcg2	NM_011920
uc009cdc.1	ENSMUST00000124542	Abcg2	
uc057adl.1	ENSMUST00000147213	Abcg2	
uc009cdd.1	ENSMUST00000122981	Herc3	
uc009cde.1	ENSMUST00000031823	Herc3	NM_001361967
uc009cdf.2	ENSMUST00000041401	Herc3	NM_028705
uc012ems.2	ENSMUST00000041401	Herc3	
uc009cdh.2	ENSMUST00000041401	Herc3	
uc009cdj.1	ENSMUST00000062626	Tigd2	NM_001081145
uc009cdq.1	ENSMUST00000145763	AK014984	
uc009cdr.2	ENSMUST00000129603	Mmrn1	NM_027613
uc012emu.1	ENSMUST00000129603	Mmrn1	NM_001163507
uc009cdv.2	ENSMUST00000131989	Ccser1	NM_183310
uc009cdu.2	ENSMUST00000133478	Ccser1	NM_183310
uc009cdw.2	ENSMUST00000126214	Ccser1	NM_183310
uc012emv.1	ENSMUST00000126214	Ccser1	NM_001164316
uc009cdx.1	ENSMUST00000160408	Grid2	
uc009cdy.1	ENSMUST00000161105	Grid2	NM_008167
uc009cdz.1	ENSMUST00000095852	Grid2	NM_008167
uc009ceb.3	ENSMUST00000101351	Atoh1	NM_007500
uc009cec.4	ENSMUST00000031984	Smarcad1	
uc009ced.1	ENSMUST00000031984	Smarcad1	NM_001253392
uc012emw.1	ENSMUST00000031984	Smarcad1	NM_001253392
uc009cef.2	ENSMUST00000170608	C130060K24Rik	NM_175524
uc009ceg.1	ENSMUST00000114236	Tnip3	NM_001001495
uc009ceh.1	ENSMUST00000114236	Tnip3	NM_001001495
uc009cei.1	ENSMUST00000054351	Ndnf	NM_172399
uc009cej.1	ENSMUST00000173538	Prdm5	
uc009cek.1	ENSMUST00000031976	Prdm5	NM_027547
uc009cel.1	ENSMUST00000031976	Prdm5	NM_029549
uc012emx.1	ENSMUST00000031976	Prdm5	
uc009cem.2	ENSMUST00000043382	4930544G11Rik	NM_001161773
uc009cen.1	ENSMUST00000101343	Mad2l1	NM_019499
uc009ceo.1	ENSMUST00000116605	Mad2l1	NM_019499
uc009cet.1	ENSMUST00000077482	Vmn1r37	NM_134165
uc009cez.2	ENSMUST00000043148	Gng12	NM_001177560
uc009cey.2	ENSMUST00000043148	Gng12	NM_025278
uc009cew.2	ENSMUST00000043148	Gng12	NM_001177559
uc009cfa.2	ENSMUST00000043148	Gng12	NM_001177557
uc009cex.2	ENSMUST00000043148	Gng12	NM_001177556
uc009cfb.2	ENSMUST00000043148	Gng12	NM_001177558
uc009cfd.1	ENSMUST00000130657	E230016M11Rik	NR_040278
uc009cfe.1	ENSMUST00000149889	E230016M11Rik	
uc009cff.1	ENSMUST00000181304	AK079709	
uc009cfg.1	ENSMUST00000181304	KY468092	
uc009cfh.1	ENSMUST00000042990	Serbp1	NM_001113565
uc009cfi.1	ENSMUST00000042990	Serbp1	
uc009cfk.2	ENSMUST00000042990	Serbp1	NM_001113564
uc009cfj.2	ENSMUST00000042990	Serbp1	NM_025814
uc009cfl.2	ENSMUST00000042990	Serbp1	NM_001113566
uc009cfm.2	ENSMUST00000042990	Serbp1	NM_001113565
uc009cfn.2	ENSMUST00000042990	Serbp1	
uc009cfu.1	ENSMUST00000103319	M19910	
uc009cga.2	ENSMUST00000162950	Eif2ak3	NM_001313918
uc009cgb.2	ENSMUST00000034093	Eif2ak3	NM_010121
uc009cgc.1	ENSMUST00000159401	Eif2ak3	NM_010121
uc012ene.1	ENSMUST00000069634	Foxi3	NM_001101464
uc057lqn.1	ENSMUST00000121998	Rpl34-ps1	NM_001199350
uc009cgh.1	ENSMUST00000067492	Fabp1	NM_017399
uc033ish.1	ENSMUST00000184382	Mir8112	NR_106192
uc009cgm.1	ENSMUST00000168700	Krcc1	NM_145568
uc009cgn.1	ENSMUST00000168700	Krcc1	NM_145568
uc012enf.1	ENSMUST00000114185	Gm1070	NM_001357905
uc009cgp.1	ENSMUST00000065248	Cd8b1	NM_009858
uc009cgr.1	ENSMUST00000066747	Cd8a	NM_001081110
uc009cgs.1	ENSMUST00000172321	Cd8a	NM_009857
uc009cgv.2	ENSMUST00000064637	Rnf103	NM_009543
uc057bxm.1	ENSMUST00000114178	Rnf103	NM_001308303
uc009cgw.1	ENSMUST00000059462	Chmp3	NM_001355675
uc009cgx.1	ENSMUST00000065364	Chmp3	NM_001355675
uc009chc.3	ENSMUST00000121469	Reep1	NM_178608
uc009che.2	ENSMUST00000167244	Immt	
uc009chf.2	ENSMUST00000064062	Immt	NM_001253687
uc009chg.2	ENSMUST00000064062	Immt	NM_001253687
uc009chi.2	ENSMUST00000064062	Immt	NM_029673
uc009chj.2	ENSMUST00000064062	Immt	NM_001253681
uc009chl.2	ENSMUST00000064062	Immt	NM_001253688
uc012eng.2	ENSMUST00000166975	Immt	NM_001253689
uc009chk.2	ENSMUST00000064062	Immt	NM_001253686
uc009chm.2	ENSMUST00000064062	Immt	NM_001253687
uc009chn.1	ENSMUST00000114151	Immt	NM_001253688
uc009cho.1	ENSMUST00000101301	Immt	NM_001253688
uc009cht.2	ENSMUST00000055296	Polr1a	
uc009chu.2	ENSMUST00000055296	Polr1a	NM_009088
uc009chv.2	ENSMUST00000055296	Polr1a	NM_009088
uc009chw.1	ENSMUST00000055296	Polr1a	NM_009088
uc009chx.1	ENSMUST00000055296	Polr1a	NM_009088
uc009chy.2	ENSMUST00000069994	St3gal5	NM_001035228
uc009chz.2	ENSMUST00000114112	St3gal5	NM_011375
uc057adr.1	ENSMUST00000182014	Sftpb	NM_147779
uc033isk.2	ENSMUST00000183018	Sftpb	NM_001282071
uc009cie.3	ENSMUST00000182765	Sftpb	NM_001282071
uc009cig.3	ENSMUST00000077783	0610030E20Rik	NM_026696
uc009cih.1	ENSMUST00000069695	Tmem150a	NM_144916
uc009cio.2	ENSMUST00000065906	Ggcx	NM_019802
uc009cis.2	ENSMUST00000071044	Capg	NM_007599
uc033isl.1	ENSMUST00000114072	Capg	NM_001271415
uc009cit.2	ENSMUST00000114071	Capg	NM_001042534
uc033ism.1	ENSMUST00000071044	Capg	NM_001271395
uc009cix.1	ENSMUST00000070597	Retsat	NM_026159
uc029vwf.1	ENSMUST00000101278	Gm15401	NR_040422
uc029vwg.1	ENSMUST00000081929	Gm15401	NR_040421
uc009cjc.1	ENSMUST00000114051	AK053994	
uc009cjl.2	ENSMUST00000127660	Suclg1	NM_019879
uc009cjm.2	ENSMUST00000064740	Suclg1	NM_019879
uc009cjt.1	ENSMUST00000159616	Lrrtm1	NM_028880
uc009cju.1	ENSMUST00000020400	Lrrtm1	NM_028880
uc009cjv.1	ENSMUST00000159616	Lrrtm1	NM_028880
uc009cjw.1	ENSMUST00000096904	Reg3b	NM_011036
uc009cjy.1	ENSMUST00000101272	Reg3a	NM_011259
uc009cjz.1	ENSMUST00000023906	Reg2	NM_009043
uc009cka.1	ENSMUST00000079926	Reg1	NM_009042
uc012eno.1	ENSMUST00000179797	Gm20594	NM_001190732
uc012enp.1	ENSMUST00000126005	Lrrtm4	NM_001282102
uc009ckf.2	ENSMUST00000147663	Lrrtm4	NM_001134743
uc012enq.1	ENSMUST00000074662	Lrrtm4	NM_178731
uc009clc.1	ENSMUST00000132301	Gcfc2	
uc009cld.1	ENSMUST00000043195	Gcfc2	NM_177884
uc009cle.1	ENSMUST00000152996	Gcfc2	
uc009clg.2	ENSMUST00000042974	Eva1a	NM_145570
uc009clh.2	ENSMUST00000032122	Tacr1	NM_009313
uc009cli.2	ENSMUST00000032122	Tacr1	NM_009313
uc009clp.2	ENSMUST00000113980	M1ap	NM_033079
uc009clt.1	ENSMUST00000000707	Loxl3	NM_013586
uc012env.1	ENSMUST00000101257	Loxl3	
uc033isp.1	ENSMUST00000184661	Mir7040	NR_106007
uc009cly.2	ENSMUST00000092618	Aup1	NM_007517
uc009cma.2	ENSMUST00000092618	Aup1	NR_125891
uc009clz.2	ENSMUST00000092618	Aup1	NM_001301649
uc009cmb.1	ENSMUST00000077502	Dqx1	NM_033606
uc009cmc.1	ENSMUST00000077502	Dqx1	NM_033606
uc009cmd.1	ENSMUST00000077502	Dqx1	NM_033606
uc009cmg.1	ENSMUST00000165164	Pcgf1	NM_197992
uc009cmh.1	ENSMUST00000177177	Pcgf1	NM_197992
uc009cmi.1	ENSMUST00000041265	Lbx2	NM_010692
uc009cmj.1	ENSMUST00000101253	Ccdc142	NM_001081266
uc009cmk.1	ENSMUST00000101253	Ccdc142	NM_001081266
uc009cmm.1	ENSMUST00000101253	Mrpl53	NM_026744
uc009cmn.1	ENSMUST00000032114	Mogs	NM_020619
uc009cms.2	ENSMUST00000065512	Rtkn	NM_001136227
uc009cmt.2	ENSMUST00000121093	Rtkn	NM_009106
uc009cmu.2	ENSMUST00000087938	Rtkn	NM_133641
uc009cmx.2	ENSMUST00000032106	1700003E16Rik	
uc012enw.1	ENSMUST00000032106	1700003E16Rik	NM_027948
uc009cmy.2	ENSMUST00000032106	1700003E16Rik	
uc009cmz.2	ENSMUST00000113913	Dctn1	NM_001198866
uc009cna.2	ENSMUST00000077407	Dctn1	NM_001198867
uc009cnc.1	ENSMUST00000113918	Dctn1	NM_007835
uc012enx.1	ENSMUST00000039212	Slc4a5	NM_001166067
uc009cnd.2	ENSMUST00000039212	Slc4a5	NM_001166067
uc009cnf.1	ENSMUST00000055261	Mob1a	NM_145571
uc012eny.1	ENSMUST00000055261	Mob1a	
uc009cnh.1	ENSMUST00000136501	Bola3	NM_175277
uc009cnm.1	ENSMUST00000170986	B230319C09Rik	
uc012enz.1	ENSMUST00000063376	B230319C09Rik	NR_028382
uc009cob.1	ENSMUST00000037807	Vax2	NM_011912
uc009coc.1	ENSMUST00000006431	Atp6v1b1	NM_134157
uc009cod.1	ENSMUST00000014891	Ankrd53	NM_029245
uc009coh.2	ENSMUST00000037376	Nagk	NM_019542
uc009coi.2	ENSMUST00000037376	Nagk	NM_001164187
uc057lqr.1	ENSMUST00000037376	Nagk	NM_001164187
uc009coo.2	ENSMUST00000113835	Zfp638	NM_001166371
uc009cop.2	ENSMUST00000032088	Zfp638	NM_001166371
uc009com.2	ENSMUST00000032088	Zfp638	NM_001166371
uc009con.2	ENSMUST00000032088	Zfp638	NM_008717
uc009coq.2	ENSMUST00000113835	Zfp638	NM_001166371
uc009cor.2	ENSMUST00000113823	Dysf	NM_001077694
uc009cot.2	ENSMUST00000081904	Dysf	NM_021469
uc009cos.3	ENSMUST00000113818	Dysf	NM_001310152
uc009cou.1	ENSMUST00000089595	Dysf	NM_001310152
uc009cov.1	ENSMUST00000152646	Dysf	
uc009cow.2	ENSMUST00000153860	Dysf	NM_001310152
uc009cpd.1	ENSMUST00000119728	Npm3-ps1	NR_002702
uc029vwz.1	ENSMUST00000089584	AK202427	
uc009cpi.1	ENSMUST00000045942	Emx1	NM_010131
uc009cpp.2	ENSMUST00000089578	Noto	NM_001007472
uc009cpq.1	ENSMUST00000045693	Smyd5	NM_144918
uc009cpv.2	ENSMUST00000032078	Cct7	NM_007638
uc009cpz.1	ENSMUST00000072018	Alms1	NM_145223
uc009cqe.1	ENSMUST00000160606	Alms1-ps2	NR_040440
uc009cql.2	ENSMUST00000113751	Tprkb	
uc009cqn.2	ENSMUST00000113753	Tprkb	NM_001170488
uc009cqm.2	ENSMUST00000113753	Tprkb	NM_176842
uc009cqo.2	ENSMUST00000089570	Tprkb	NM_176842
uc009crb.1	ENSMUST00000032070	Figla	NM_012013
uc009crc.2	ENSMUST00000032069	Add2	NM_001271861
uc009crd.2	ENSMUST00000032069	Add2	NM_001271860
uc009cre.2	ENSMUST00000032069	Add2	NM_001271857
uc009crf.2	ENSMUST00000032069	Add2	NM_001271858
uc009crg.2	ENSMUST00000032069	Add2	NM_001271861
uc009crh.2	ENSMUST00000032069	Add2	NM_013458
uc009cri.2	ENSMUST00000032069	Add2	NM_001271859
uc012eoj.2	ENSMUST00000032069	Add2	NM_013458
uc009crj.3	ENSMUST00000193710	Tgfa	
uc009crk.3	ENSMUST00000032066	Tgfa	NM_031199
uc009crl.1	ENSMUST00000071492	Fam136a	NM_025591
uc009crm.1	ENSMUST00000089558	Snrpg	NM_026506
uc009crn.1	ENSMUST00000089558	Snrpg	
uc057lqt.1	ENSMUST00000141960	Tia1	
uc009crp.2	ENSMUST00000095753	Tia1	NM_011585
uc009crq.2	ENSMUST00000095753	Tia1	NM_001164078
uc009crr.2	ENSMUST00000095753	Tia1	NM_001164079
uc009crs.1	ENSMUST00000136387	Tia1	NM_001164079
uc009crt.1	ENSMUST00000095753	Tia1	NM_001164078
uc009cru.3	ENSMUST00000050497	C87436	NM_146170
uc009crx.3	ENSMUST00000113698	C87436	NM_001243741
uc009crw.4	ENSMUST00000113700	C87436	NM_001243742
uc009crv.3	ENSMUST00000141972	C87436	NM_146170
uc029vxf.1	ENSMUST00000133753	C87436	NM_146170
uc009csd.1	ENSMUST00000180896	1600020E01Rik	
uc029vxh.1	ENSMUST00000180896	1600020E01Rik	NR_037960
uc009cse.1	ENSMUST00000181928	1600020E01Rik	NR_037961
uc009csf.2	ENSMUST00000043400	Asprv1	NM_026414
uc009csr.1	ENSMUST00000113668	Aak1	NM_177762
uc009css.1	ENSMUST00000089519	Aak1	NM_001040106
uc009cst.1	ENSMUST00000089519	Aak1	NM_177762
uc009csu.1	ENSMUST00000113668	Aak1	
uc009csw.2	ENSMUST00000120240	Nfu1	NM_001170591
uc009csv.2	ENSMUST00000120240	Nfu1	NM_020045
uc009csx.2	ENSMUST00000113655	Gfpt1	
uc009csy.2	ENSMUST00000113657	Gfpt1	
uc009csz.2	ENSMUST00000113658	Gfpt1	NM_013528
uc009cta.2	ENSMUST00000113658	Gfpt1	NM_013528
uc009ctc.2	ENSMUST00000170124	D6Ertd527e	NM_001167937
uc009ctb.2	ENSMUST00000170124	D6Ertd527e	NM_001167938
uc009cti.1	ENSMUST00000032128	Gkn2	NM_025467
uc012eol.2	ENSMUST00000032125	Bmp10	NM_009756
uc009cts.1	ENSMUST00000095740	AK042791	
uc009ctu.1	ENSMUST00000160743	Efcc1	NM_001159697
uc012eoo.2	ENSMUST00000032132	Efcc1	NM_001159697
uc009ctv.1	ENSMUST00000032133	Gp9	NM_018762
uc009cuf.1	ENSMUST00000049966	Copg1	NM_201244
uc009cug.2	ENSMUST00000113607	Copg1	NM_017477
uc009cuh.2	ENSMUST00000032141	Hmces	NM_173737
uc009cui.1	ENSMUST00000113606	Hmces	NM_173737
uc012eop.1	ENSMUST00000134600	Gm5577	
uc012eoq.1	ENSMUST00000143871	Gm5577	NR_026990
uc009cva.2	ENSMUST00000032143	Rpn1	NM_133933
uc009cvc.2	ENSMUST00000170089	Gata2	NM_008090
uc009cvd.2	ENSMUST00000015197	Gata2	NM_008090
uc009cve.1	ENSMUST00000061866	Dnajb8	NM_019964
uc009cvh.1	ENSMUST00000032165	Ruvbl1	NM_019685
uc009cvo.2	ENSMUST00000113585	Mgll	NM_001166249
uc009cvp.2	ENSMUST00000113585	Mgll	NM_011844
uc009cvq.2	ENSMUST00000150180	Mgll	NM_001166250
uc009cvr.2	ENSMUST00000163271	Mgll	NM_001166251
uc029vxo.1	ENSMUST00000147542	Gm15612	NR_045880
uc009cvy.1	ENSMUST00000055022	Tpra1	NM_011906
uc009cvz.1	ENSMUST00000055022	Tpra1	NM_011906
uc057bxq.1	ENSMUST00000068968	4933427D06Rik	NR_134977
uc009cwa.2	ENSMUST00000068968	4933427D06Rik	NR_134978
uc057bxr.1	ENSMUST00000168837	4933427D06Rik	NR_134979
uc009cwb.2	ENSMUST00000161362	Gm1965	NR_121594
uc009cwc.5	ENSMUST00000160361	Gm1965	NR_121595
uc009cwd.2	ENSMUST00000161362	Gm1965	NR_121593
uc012eos.5	ENSMUST00000160361	Gm1965	NR_121596
uc009cwj.1	ENSMUST00000000828	Txnrd3	NM_153162
uc012eou.1	ENSMUST00000101171	Txnrd3	NM_001178060
uc009cwk.1	ENSMUST00000075158	Vmn1r40	NM_053228
uc009cwo.1	ENSMUST00000089420	Vmn1r44	NM_053227
uc009cwq.1	ENSMUST00000075797	Vmn1r46	NM_053229
uc009cwr.1	ENSMUST00000074881	Vmn1r47	NM_053219
uc009cwu.1	ENSMUST00000081706	Vmn1r50	NM_053225
uc009cwv.1	ENSMUST00000174204	Vmn1r51	NM_011683
uc033itm.1	ENSMUST00000072859	Vmn1r51	NM_011683
uc009cww.1	ENSMUST00000079832	Vmn1r52	NM_053222
uc009cwx.1	ENSMUST00000078371	V1ra8	NM_053223
uc009cwz.1	ENSMUST00000058039	Vmn1r54	NM_053224
uc009cxa.1	ENSMUST00000054799	BC048671	NM_177738
uc009cxb.1	ENSMUST00000167550	BC048671	NM_177738
uc009cxc.3	ENSMUST00000046128	Uroc1	NM_144940
uc012eow.2	ENSMUST00000164761	Uroc1	NM_001347329
uc009cxd.2	ENSMUST00000137483	Zxdc	
uc012eox.1	ENSMUST00000075117	Zxdc	NM_030260
uc012eoy.1	ENSMUST00000045740	Zxdc	NM_030260
uc009cxf.2	ENSMUST00000075117	Zxdc	NM_173002
uc009cxj.1	ENSMUST00000032174	Klf15	NM_023184
uc009cxk.1	ENSMUST00000032174	Klf15	NM_023184
uc029vxp.1	ENSMUST00000032174	Klf15	NM_001355668
uc009cxl.1	ENSMUST00000130418	Aldh1l1	NM_027406
uc009cxm.1	ENSMUST00000130418	Aldh1l1	NM_027406
uc009cxo.1	ENSMUST00000044019	Slc41a3	NM_027868
uc009cxp.2	ENSMUST00000032177	Slc41a3	NM_001037493
uc009cxv.1	ENSMUST00000041736	Hdac11	NM_144919
uc012epc.1	ENSMUST00000041736	Hdac11	
uc009cxw.1	ENSMUST00000041544	Fbln2	NM_007992
uc009cxx.1	ENSMUST00000041544	Fbln2	NM_001081437
uc009cxy.1	ENSMUST00000137029	Fbln2	
uc009cya.2	ENSMUST00000186472	1810044D09Rik	NR_038153
uc009cyc.1	ENSMUST00000032183	Tmem43	NM_028766
uc009cye.1	ENSMUST00000040607	Lsm3	NM_026309
uc009cyg.2	ENSMUST00000032185	Slc6a6	NM_009320
uc009cyh.2	ENSMUST00000032185	Slc6a6	NM_009320
uc009cyj.1	ENSMUST00000138868	Ccdc174	
uc009cyk.1	ENSMUST00000037783	Ccdc174	NM_172730
uc009cyl.1	ENSMUST00000059318	4930590J08Rik	NM_198668
uc009cyn.3	ENSMUST00000089334	Fgd5	NM_172731
uc012epe.1	ENSMUST00000113466	Fgd5	NM_172731
uc009cyo.1	ENSMUST00000146743	Fgd5	
uc009cyp.2	ENSMUST00000113460	Nr2c2	NM_011630
uc057lqv.1	ENSMUST00000113460	Nr2c2	NM_001347342
uc009cys.2	ENSMUST00000113460	Nr2c2	
uc009czd.1	ENSMUST00000057977	AK043032	
uc012epf.1	ENSMUST00000181840	9530026P05Rik	NR_015530
uc012epg.1	ENSMUST00000181145	9530026P05Rik	
uc009czg.2	ENSMUST00000181121	9530026P05Rik	
uc009czh.2	ENSMUST00000181121	9530026P05Rik	
uc012eph.1	ENSMUST00000181121	9530026P05Rik	
uc009czr.3	ENSMUST00000061118	Slc25a26	NM_026255
uc012epj.2	ENSMUST00000061118	Slc25a26	
uc009czs.3	ENSMUST00000061118	Slc25a26	
uc009czt.1	ENSMUST00000061118	Slc25a26	
uc012epk.2	ENSMUST00000061118	Slc25a26	
uc009czw.3	ENSMUST00000032107	Kbtbd8	NM_001008785
uc009czx.3	ENSMUST00000119582	Kbtbd8	NM_001102670
uc009dae.2	ENSMUST00000122120	Fam19a1	NM_182808
uc009daf.2	ENSMUST00000122120	Fam19a1	NM_182808
uc009dar.1	ENSMUST00000044681	Arl6ip5	NM_022992
uc009day.1	ENSMUST00000148233	Mitf	
uc009daz.2	ENSMUST00000043637	Mitf	NM_001113198
uc009dba.2	ENSMUST00000043637	Mitf	NM_001178049
uc009dbb.1	ENSMUST00000101123	Mitf	
uc009dbd.2	ENSMUST00000043637	Mitf	NM_008601
uc009dbe.2	ENSMUST00000043637	Mitf	
uc009dbs.1	ENSMUST00000101122	Gpr27	NM_008158
uc009dbx.1	ENSMUST00000187986	1700049E22Rik	NR_040525
uc009dca.1	ENSMUST00000032157	Gxylt2	NM_198612
uc009dcb.1	ENSMUST00000063854	Ppp4r2	NM_182939
uc009dcc.1	ENSMUST00000063854	Ppp4r2	NM_182939
uc009dcg.1	ENSMUST00000064002	Gm9871	NR_027989
uc033itq.1	ENSMUST00000183546	Mir6373	NR_105792
uc009dcj.1	ENSMUST00000066905	Chl1	NM_007697
uc009dck.1	ENSMUST00000066905	Chl1	NM_007697
uc009dcl.1	ENSMUST00000066905	Chl1	NM_007697
uc009dcm.1	ENSMUST00000066905	Chl1	NM_007697
uc009dcn.1	ENSMUST00000066905	Chl1	NM_007697
uc009dco.2	ENSMUST00000089215	Cntn6	NM_017383
uc012ept.2	ENSMUST00000089215	Cntn6	NM_017383
uc009dcr.2	ENSMUST00000113261	Cntn4	NM_173004
uc009dcv.2	ENSMUST00000113264	Cntn4	NM_001109749
uc009dcs.2	ENSMUST00000113261	Cntn4	NM_173004
uc009dct.1	ENSMUST00000113258	Cntn4	NM_173004
uc009dcu.1	ENSMUST00000113258	Cntn4	NM_173004
uc012epu.1	ENSMUST00000113261	Cntn4	NM_001109751
uc009dcw.1	ENSMUST00000113260	Cntn4	NM_173004
uc029vxx.1	ENSMUST00000113247	Trnt1	NM_001242360
uc009dcz.2	ENSMUST00000057578	Trnt1	NM_001242358
uc009dcy.2	ENSMUST00000057578	Trnt1	NM_027296
uc012epy.2	ENSMUST00000057578	Trnt1	NM_027296
uc009ddd.2	ENSMUST00000049285	Lrrn1	NM_008516
uc033its.1	ENSMUST00000049246	Setmar	NM_001276356
uc009dde.3	ENSMUST00000049246	Setmar	NM_178391
uc009ddg.1	ENSMUST00000032192	Itpr1	
uc033itt.1	ENSMUST00000032192	Itpr1	NM_010585
uc033itu.1	ENSMUST00000032192	Itpr1	NM_010585
uc009ddi.1	ENSMUST00000032192	Itpr1	NM_010585
uc009ddj.1	ENSMUST00000032192	Itpr1	
uc009ddn.1	ENSMUST00000032194	Bhlhe40	NM_011498
uc009ddo.1	ENSMUST00000032196	Arl8b	NM_026011
uc009ddq.1	ENSMUST00000089162	Edem1	NM_138677
uc009ddr.1	ENSMUST00000089162	Edem1	NM_138677
uc009dds.1	ENSMUST00000174018	Grm7	
uc057lrb.1	ENSMUST00000071076	Grm7	NM_001346640
uc009ddt.1	ENSMUST00000172951	Grm7	NM_177328
uc009ddu.3	ENSMUST00000186102	1700054K19Rik	NR_027865
uc009ddv.2	ENSMUST00000032376	Lmcd1	NM_144799
uc009dea.1	ENSMUST00000075477	Cav3	NM_007617
uc009dek.1	ENSMUST00000137396	Thumpd3	NM_008188
uc009del.1	ENSMUST00000032398	Thumpd3	NM_008188
uc009dep.1	ENSMUST00000141072	Setd5	
uc009deq.1	ENSMUST00000042889	Setd5	NM_028385
uc009der.1	ENSMUST00000113157	Setd5	NM_173005
uc009des.1	ENSMUST00000124467	Setd5	
uc009det.1	ENSMUST00000141072	Setd5	
uc009deu.1	ENSMUST00000113155	Setd5	NM_028385
uc009dew.2	ENSMUST00000142938	Mtmr14	
uc009dex.2	ENSMUST00000129883	Mtmr14	NM_026849
uc012eqb.1	ENSMUST00000129883	Mtmr14	
uc009dey.2	ENSMUST00000129883	Mtmr14	NM_026849
uc009dez.1	ENSMUST00000130191	Cpne9	
uc033itx.1	ENSMUST00000132372	Cpne9	NM_170673
uc009dfb.1	ENSMUST00000113122	Brpf1	NM_001282127
uc009dff.3	ENSMUST00000113122	Brpf1	NM_001282127
uc012eqc.2	ENSMUST00000113122	Brpf1	NM_001282128
uc009dfd.2	ENSMUST00000113117	Brpf1	NM_030178
uc009dfc.2	ENSMUST00000113122	Brpf1	NM_001282126
uc009dfg.2	ENSMUST00000113117	Brpf1	NM_030178
uc009dfh.3	ENSMUST00000032406	Ogg1	NM_010957
uc009dfi.3	ENSMUST00000136263	Ogg1	
uc009dfj.1	ENSMUST00000147945	Ogg1	
uc009dfs.2	ENSMUST00000156898	Arpc4	NM_026552
uc009dft.2	ENSMUST00000156898	Arpc4	NM_001170486
uc012eqd.1	ENSMUST00000171058	Arpc4	NM_001170485
uc009dfu.2	ENSMUST00000140505	Ttll3	NM_001142732
uc009dfv.3	ENSMUST00000038889	Ttll3	NM_133923
uc009dfw.1	ENSMUST00000129582	Ttll3	
uc009dfx.3	ENSMUST00000161831	Ttll3	NM_133923
uc029vya.1	ENSMUST00000101070	Jagn1	NM_001205025
uc009dgf.2	ENSMUST00000101070	Jagn1	NM_026365
uc009dge.2	ENSMUST00000101070	Jagn1	NM_001243739
uc009dgg.1	ENSMUST00000058548	Il17re	NM_001034031
uc009dgh.1	ENSMUST00000058548	Il17re	NM_145826
uc009dgi.1	ENSMUST00000058548	Il17re	NM_001034029
uc009dgj.1	ENSMUST00000058548	Il17re	
uc009dgm.2	ENSMUST00000058300	Il17rc	NM_178942
uc009dgl.3	ENSMUST00000058300	Il17rc	NM_134159
uc009dgn.1	ENSMUST00000147932	Creld1	NM_133930
